detection_id,sequence_id,class,order,family,genus,species,common_name,age,sex,group_number
cd15553,3839774,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer, , ,1
cd15554,3839778,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer, , ,1
cd15555,3839782,Mammalia,Primates,Hominidae,Homo,sapiens,Human, , ,1
cd15556,3839792,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer, , ,1
cd15557,3839804,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer, , ,1
cd15558,3839801,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer, , ,1
cd15559,3839803,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer, , ,1
cd15560,3839802,Mammalia,Primates,Hominidae,Homo,sapiens,Human, , ,1
cd15561,3839810,Mammalia,Primates,Hominidae,Homo,sapiens,Human, , ,1
cd15562,3839809,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer, , ,1
cd15563,3839815,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer, , ,1
cd15564,3839821,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer, , ,1
cd15565,3839820,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer, , ,1
cd15566,3839823,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer, , ,1
cd15567,3839837,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer, , ,1
cd15568,3839848,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer, , ,1
cd15569,3839847,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer, , ,1
cd15570,3839849,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer, , ,1
cd15571,3839873,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer, , ,1
cd15572,3839892,Mammalia,Primates,Hominidae,Homo,sapiens,Human, , ,1
cd15573,3840003,Mammalia,Primates,Hominidae,Homo,sapiens,Human, , ,1
cd15574,3840660,Mammalia,Primates,Hominidae,Homo,sapiens,Human, , ,1
cd15575,3840661,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer, , ,1
cd15576,3840693,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer, , ,1
cd15577,3840712, , , , , ,Unknown, , ,1
cd15578,3840721,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote, , ,1
cd15579,3840731,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer, , ,1
cd15580,3840744,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer, , ,1
cd15581,3840773,Mammalia,Carnivora,Felidae,Felis,catus,Domestic Cat, , ,1
cd15582,3840772,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote, , ,1
cd15583,3840778,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote, , ,1
cd15584,3840779,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote, , ,1
cd15585,3840786,Aves,Passeriformes,Turdidae,Turdus,migratorius,American Robin, , ,1
cd15586,3840785,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer, , ,1
cd15587,3840788,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer, , ,1
cd15588,3840792,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer, , ,1
cd15589,3840797,Aves, , , , ,Bird, , ,1
cd15590,3840801,Mammalia,Carnivora,Felidae,Felis,catus,Domestic Cat, , ,1
cd15591,3840802,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Camera Trapper, , ,1
cd15592,3840802,Aves,Passeriformes,Corvidae,Cyanocitta,stelleri,Steller's Jay, , ,1
cd15593,3840803,Aves, , , , ,Bird, , ,1
cd15594,3840808,Mammalia,Carnivora,Felidae,Felis,catus,Domestic Cat, , ,1
cd15595,3840818,Mammalia,Carnivora,Felidae,Felis,catus,Domestic Cat, , ,1
cd15596,3840825,Mammalia,Primates,Hominidae,Homo,sapiens,Human, , ,1
cd15597,2972665,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Camera Trapper, , ,1
cd15598,2972666,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15599,2972666,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Camera Trapper, , ,1
cd15600,2972667,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15601,2972668,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Northern Raccoon, , ,1
cd15602,2972670,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Northern Raccoon, , ,1
cd15603,2972675,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Northern Raccoon, , ,1
cd15604,2972674,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Northern Raccoon, , ,1
cd15605,2972676,Mammalia, , , , ,Mammal, , ,1
cd15606,2972679,Aves,Passeriformes,Troglodytidae,Troglodytes,troglodytes,Wren, , ,1
cd15607,2972680,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15608,2972684,Mammalia, , , , ,Mammal, , ,1
cd15609,4028616,Mammalia, , , , ,Mammal, , ,1
cd15610,4028622,Mammalia, , , , ,Mammal, , ,1
cd15611,4028635,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15612,4028636,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15613,4028652,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15614,4028663,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15615,4028651,Aves,Passeriformes,Turdidae,Ixoreus,naevius,Varied Thrush, , ,1
cd15616,4028685,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Camera Trapper, , ,1
cd15617,3933655,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15618,3933658,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15619,3933659,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15620,3933660,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15621,3933665,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15622,3933663,Aves,Passeriformes,Turdidae,Ixoreus,naevius,Varied Thrush, , ,1
cd15623,3933666,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15624,3933670,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Northern Raccoon, , ,1
cd15625,3933672,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Camera Trapper, , ,1
cd15626,2972579,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Camera Trapper, , ,1
cd15627,2972580,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Camera Trapper, , ,1
cd15628,2972582,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote, , ,1
cd15629,2972583,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote, , ,1
cd15630,2972586,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15631,2972585,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote, , ,1
cd15632,2972588,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15633,2972589,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel, , ,1
cd15634,2972593,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15635,2972592,Mammalia, , , , ,Mammal, , ,1
cd15636,2972599,Aves,Passeriformes,Turdidae,Catharus,swainsoni,Swainson's Thrush, , ,1
cd15637,2972600,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15638,2972602,Mammalia, , , , ,Mammal, , ,1
cd15639,2972606,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15640,2972610,Mammalia,Lagomorpha,Leporidae,Sylvilagus,floridanus,Eastern Cottontail, , ,1
cd15641,2972612,Mammalia,Lagomorpha,Leporidae,Sylvilagus,floridanus,Eastern Cottontail, , ,1
cd15642,2972615,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15643,2972614,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15644,2972617,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15645,2972616,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15646,2972618,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15647,2972619,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15648,2972622,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15649,2972623,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel, , ,1
cd15650,2972624,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15651,2972626,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15652,2972627,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15653,2972628,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15654,2972629,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15655,2972631,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15656,2972632,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15657,2972633,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15658,2972637,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15659,2972638,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15660,2972642,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15661,2972643,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15662,2972641,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15663,2972646,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15664,2972645,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15665,2972647,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Northern Raccoon, , ,1
cd15666,2972649,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15667,2972651,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15668,2972655,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15669,2972654,Mammalia, , , , ,Mammal, , ,1
cd15670,2972658,Mammalia, , , , ,Mammal, , ,1
cd15671,2972659,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15672,2972661,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Camera Trapper, , ,1
cd15673,3933675,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Camera Trapper, , ,1
cd15674,3933673,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15675,3933677,Aves,Passeriformes,Turdidae,Ixoreus,naevius,Varied Thrush, , ,1
cd15676,3933676,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15677,3933678,Mammalia,Rodentia,Cricetidae,Peromyscus, ,Peromyscus Species, , ,1
cd15678,3933680,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15679,3933679,Aves,Passeriformes,Passerellidae,Pipilo,maculatus,Spotted Towhee, , ,1
cd15680,3933681,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15681,3933682,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15682,3933683,Aves,Passeriformes,Corvidae,Cyanocitta,stelleri,Steller's Jay, , ,1
cd15683,3933684,Aves,Passeriformes,Turdidae,Turdus,migratorius,American Robin, , ,1
cd15684,3933686,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15685,3933687,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15686,3933688,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote, , ,1
cd15687,3933690,Aves,Passeriformes,Turdidae,Ixoreus,naevius,Varied Thrush, , ,1
cd15688,3933693,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15689,3933694,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15690,3933696,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15691,3933697,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15692,3933698,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15693,3933701,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15694,3933702,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15695,3933700,Aves,Passeriformes,Turdidae,Ixoreus,naevius,Varied Thrush, , ,2
cd15696,3933703,Aves,Passeriformes,Turdidae,Ixoreus,naevius,Varied Thrush, , ,2
cd15697,3933706,Aves,Passeriformes,Turdidae,Ixoreus,naevius,Varied Thrush, , ,2
cd15698,3933708,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15699,3933710,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15700,3933713,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote, , ,1
cd15701,3933714,Aves,Passeriformes,Turdidae,Ixoreus,naevius,Varied Thrush, , ,1
cd15702,3933716,Aves,Passeriformes,Turdidae,Ixoreus,naevius,Varied Thrush, , ,1
cd15703,3933717,Aves,Passeriformes,Turdidae,Ixoreus,naevius,Varied Thrush, , ,2
cd15704,3933720,Aves,Passeriformes,Turdidae,Ixoreus,naevius,Varied Thrush, , ,1
cd15705,3933718,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel, , ,1
cd15706,3933721,Aves,Passeriformes,Turdidae,Ixoreus,naevius,Varied Thrush, , ,1
cd15707,3933722,Aves,Passeriformes,Turdidae,Ixoreus,naevius,Varied Thrush, , ,2
cd15708,3933724,Aves,Passeriformes,Turdidae,Ixoreus,naevius,Varied Thrush, , ,1
cd15709,3933723,Aves,Passeriformes,Turdidae,Ixoreus,naevius,Varied Thrush, , ,1
cd15710,3933727,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel, , ,1
cd15711,3933726,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel, , ,1
cd15712,3933728,Aves,Passeriformes,Turdidae,Ixoreus,naevius,Varied Thrush, , ,1
cd15713,3933729,Aves,Passeriformes,Turdidae,Ixoreus,naevius,Varied Thrush, , ,2
cd15714,3933732,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel, , ,1
cd15715,3933731,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel, , ,1
cd15716,3933734,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel, , ,1
cd15717,3933735,Aves,Passeriformes,Turdidae,Ixoreus,naevius,Varied Thrush, , ,1
cd15718,3933733,Mammalia, , , , ,Mammal, , ,1
cd15719,3933736,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel, , ,1
cd15720,3933738,Aves,Passeriformes,Turdidae,Ixoreus,naevius,Varied Thrush, , ,1
cd15721,3933739,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel, , ,1
cd15722,3933743,Aves,Passeriformes,Turdidae,Ixoreus,naevius,Varied Thrush, , ,2
cd15723,3933747,Aves,Passeriformes,Turdidae,Ixoreus,naevius,Varied Thrush, , ,1
cd15724,3933748,Aves,Passeriformes,Turdidae,Ixoreus,naevius,Varied Thrush, , ,3
cd15725,3933749,Aves,Passeriformes,Turdidae,Ixoreus,naevius,Varied Thrush, , ,1
cd15726,3933751,Aves,Passeriformes,Turdidae,Ixoreus,naevius,Varied Thrush, , ,1
cd15727,3933765,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Camera Trapper, , ,1
cd15728,2972318,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Camera Trapper, , ,1
cd15729,2972320,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Camera Trapper, , ,1
cd15730,2972316,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel, , ,1
cd15731,2972317,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel, , ,1
cd15732,2972319,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Camera Trapper, , ,1
cd15733,3933772,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15734,3933787,Aves,Passeriformes,Turdidae,Ixoreus,naevius,Varied Thrush, , ,1
cd15735,3933785,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Camera Trapper, , ,1
cd15736,2969484,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Camera Trapper, , ,1
cd15737,2969485,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel, , ,1
cd15738,2969492,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel, , ,1
cd15739,2969493,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote, , ,1
cd15740,2969502,Aves,Passeriformes,Passerellidae,Pipilo,maculatus,Spotted Towhee, , ,1
cd15741,2969501,Mammalia,Rodentia, , , ,Rodent, , ,1
cd15742,2969503,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15743,2969511,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel, , ,1
cd15744,2969518,Mammalia,Rodentia,Sciuridae,Glaucomys,sabrinus,Northern Flying Squirrel, , ,1
cd15745,2969525,Mammalia,Rodentia, , , ,Rodent, , ,1
cd15746,2969524,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel, , ,1
cd15747,2969526,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel, , ,1
cd15748,2969531,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel, , ,1
cd15749,2969535,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel, , ,1
cd15750,2969538,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel, , ,1
cd15751,2969539,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel, , ,1
cd15752,2969544,Mammalia,Rodentia, , , ,Rodent, , ,1
cd15753,2969545,Aves,Piciformes,Picidae,Hylatomus,pileatus,Pileated Woodpecker, , ,1
cd15754,2969551,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel, , ,1
cd15755,2969550,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel, , ,1
cd15756,2969552,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel, , ,1
cd15757,2969554,Mammalia,Rodentia, , , ,Rodent, , ,1
cd15758,2969556,Mammalia,Rodentia,Sciuridae,Glaucomys,sabrinus,Northern Flying Squirrel, , ,1
cd15759,2969557,Mammalia,Rodentia, , , ,Rodent, , ,1
cd15760,2969561,Mammalia,Rodentia,Sciuridae,Glaucomys,sabrinus,Northern Flying Squirrel, , ,1
cd15761,2969563,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Northern Raccoon, , ,3
cd15762,2969565,Mammalia,Rodentia, , , ,Rodent, , ,1
cd15763,2969569,Mammalia,Rodentia,Sciuridae,Glaucomys,sabrinus,Northern Flying Squirrel, , ,1
cd15764,2969594,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel, , ,1
cd15765,2969570,Mammalia,Rodentia, , , ,Rodent, , ,1
cd15766,2969576,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote, , ,1
cd15767,2969579,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15768,2969580,Aves,Passeriformes,Corvidae,Cyanocitta,stelleri,Steller's Jay, , ,1
cd15769,2969586,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel, , ,1
cd15770,2969585,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Camera Trapper, , ,1
cd15771,3853124,Mammalia,Rodentia,Sciuridae,Glaucomys,sabrinus,Northern Flying Squirrel, , ,1
cd15772,3853129,Mammalia,Rodentia, , , ,Rodent, , ,1
cd15773,3853130,Mammalia,Rodentia, , , ,Rodent, , ,1
cd15774,3853134,Mammalia,Rodentia, , , ,Rodent, , ,1
cd15775,3853136,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel, , ,1
cd15776,4000026,Aves,Piciformes,Picidae,Hylatomus,pileatus,Pileated Woodpecker, , ,1
cd15777,4000025,Aves,Piciformes,Picidae,Hylatomus,pileatus,Pileated Woodpecker, , ,1
cd15778,4000032,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel, , ,1
cd15779,4000031,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel, , ,1
cd15780,4000037,Mammalia,Rodentia, , , ,Rodent, , ,1
cd15781,4000040,Mammalia,Rodentia, , , ,Rodent, , ,1
cd15782,4000041,Mammalia,Rodentia,Sciuridae,Glaucomys,sabrinus,Northern Flying Squirrel, , ,1
cd15783,4000044,Mammalia,Rodentia, , , ,Rodent, , ,1
cd15784,4000045,Mammalia,Rodentia, , , ,Rodent, , ,1
cd15785,4000048,Mammalia,Rodentia, , , ,Rodent, , ,1
cd15786,4000047,Mammalia,Rodentia, , , ,Rodent, , ,1
cd15787,4000056,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel, , ,1
cd15788,4000059,Mammalia,Rodentia, , , ,Rodent, , ,1
cd15789,4000156,Mammalia,Rodentia, , , ,Rodent, , ,1
cd15790,4000060,Mammalia,Rodentia,Sciuridae,Glaucomys,sabrinus,Northern Flying Squirrel, , ,1
cd15791,4000065,Mammalia,Rodentia,Sciuridae,Glaucomys,sabrinus,Northern Flying Squirrel, , ,1
cd15792,4000064,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel, , ,1
cd15793,4000068,Mammalia,Rodentia,Sciuridae,Glaucomys,sabrinus,Northern Flying Squirrel, , ,1
cd15794,4000072,Mammalia,Rodentia,Sciuridae,Glaucomys,sabrinus,Northern Flying Squirrel, , ,1
cd15795,4000073,Mammalia,Rodentia,Sciuridae,Glaucomys,sabrinus,Northern Flying Squirrel, , ,1
cd15796,4000074,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15797,4000078,Mammalia,Rodentia,Sciuridae,Glaucomys,sabrinus,Northern Flying Squirrel, , ,1
cd15798,4000081,Mammalia,Rodentia,Sciuridae,Glaucomys,sabrinus,Northern Flying Squirrel, , ,1
cd15799,4000082,Mammalia,Rodentia,Sciuridae,Glaucomys,sabrinus,Northern Flying Squirrel, , ,1
cd15800,4000098,Mammalia,Rodentia,Sciuridae,Glaucomys,sabrinus,Northern Flying Squirrel, , ,1
cd15801,4000099,Aves, , , , ,Bird, , ,1
cd15802,4000103,Mammalia,Rodentia,Sciuridae,Glaucomys,sabrinus,Northern Flying Squirrel, , ,1
cd15803,4000102,Mammalia,Rodentia,Sciuridae,Glaucomys,sabrinus,Northern Flying Squirrel, , ,1
cd15804,4000105,Mammalia,Lagomorpha,Leporidae,Sylvilagus,floridanus,Eastern Cottontail, , ,1
cd15805,4000115,Aves,Passeriformes,Turdidae,Ixoreus,naevius,Varied Thrush, , ,1
cd15806,4000114,Mammalia,Lagomorpha,Leporidae,Sylvilagus,floridanus,Eastern Cottontail, , ,1
cd15807,4000117,Mammalia,Rodentia, , , ,Rodent, , ,1
cd15808,4000118,Mammalia,Rodentia, , , ,Rodent, , ,1
cd15809,4000120,Mammalia,Rodentia,Sciuridae,Tamiasciurus,douglasii,Douglas's Squirrel, , ,1
cd15810,4000128,Aves,Passeriformes,Turdidae,Ixoreus,naevius,Varied Thrush, , ,1
cd15811,4000130,Mammalia,Rodentia,Sciuridae,Glaucomys,sabrinus,Northern Flying Squirrel, , ,1
cd15812,4000132,Mammalia,Lagomorpha,Leporidae,Sylvilagus,floridanus,Eastern Cottontail, , ,1
cd15813,4000138,Mammalia,Lagomorpha,Leporidae,Sylvilagus,floridanus,Eastern Cottontail, , ,1
cd15814,4000139,Aves, , , , ,Bird, , ,1
cd15815,4000145,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel, , ,1
cd15816,3853135,Mammalia,Lagomorpha,Leporidae,Sylvilagus,floridanus,Eastern Cottontail, , ,1
cd15817,3853158,Mammalia,Lagomorpha,Leporidae,Sylvilagus,floridanus,Eastern Cottontail, , ,1
cd15818,3853183,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Camera Trapper, , ,1
cd15819,2969184,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Camera Trapper, , ,1
cd15820,2969185,Aves,Passeriformes,Passerellidae,Pipilo,maculatus,Spotted Towhee, , ,1
cd15821,2969190,Aves,Passeriformes,Passerellidae,Pipilo,maculatus,Spotted Towhee, , ,1
cd15822,2969193,Aves,Passeriformes,Passerellidae,Pipilo,maculatus,Spotted Towhee, , ,1
cd15823,2969197,Aves,Passeriformes,Passerellidae,Pipilo,maculatus,Spotted Towhee, , ,1
